,URL,TITLE,DATE,START_TIME,LOCATION,DESCRIPTION
44,https://datascience.ucsd.edu/events/jupyter-notebook-in-science-and-education-at-ucsd/,Jupyter Notebook in Science and Education at UCSD,"May 8, 2019",2020-02-07 17:30:00,"The Auditorium, SDSC","TITLE: The UC San Diego Data Science & Machine Learning Platform
Adam Tilghman, Systems Architect; David Andersen, Systems Integration Engineer; Paul Jamason, Systems Integration Engineer, Educational Technology Services, ITS, UC San Diego
UC San Diego’s Data Science/Machine Learning Platform (DSMLP; https://datahub.ucsd.edu) provides undergraduate and graduate students with access to research-class CPU/GPU resources for coursework, formal independent study, and student projects. Built and operated by IT Services (ITS), with additional financial contributions from Cognitive Science and Jacobs School of Engineering, DSMLP leverages Qualcomm Institute’s current research into cost-effective machine-learning cyberinfrastructure, using Kubernetes and Docker container technologies.
TITLE: Data Science Support at the UC San Diego Library
Stephanie Labou, Data Science Librarian, UC San Diego
Like many campus-wide and departmental units at UC San Diego, the library has scaled up its data science capacity to better support the Halıcıoğlu Data Science Institute and the Data Science major. Traditional library services such as student and faculty consultations, resources and guidelines for best practices (including for Jupyter notebooks!), and hands-on training have been expanded to meet the computationally-intensive needs of data science education and research.
TITLE: The Human Cell Atlas Notebook Workspace
Michael Reich, Asst. Director of Bioinformatics, UC San Diego
Enabled by new genomics technologies, the Human Cell Atlas (HCA) aims to create a resource where investigators can query cellular states in multiple tissues to better understand biological mechanisms and disease processes at the resolution of a single cell. We have created a Human Cell Atlas Notebook workspace, http://hca.genepattern.org, built on the Jupyter Notebook environment and the GenePattern platform for integrative genomics, that hosts advanced analysis notebooks created by the HCA community, allows direct access to the HCA data from within a notebook, hosts compute-intensive analyses on the Amazon cloud, and provides many additional features allowing non-programming biologists and biomedical investigators to take advantage of this transformative resource."
45,https://datascience.ucsd.edu/events/distinguished-lecturer-series-nitesh-chawla/,DLS: What Does Quantified Self tell about Qualified Self?,"May 8, 2019",2020-02-07 11:00:00,"The Auditorium, SDSC",Event Description
46,https://datascience.ucsd.edu/events/david-van-dijk-manifold-learning-uncovers-hidden-structure-in-complex-cellular-state-space/,David van Dijk: Manifold Learning Uncovers Hidden Structure in Complex Cellular State Space,"May 6, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1242","ABSTRACT: In the era of big biological data, there is a pressing need for methods that visualize, integrate and interpret high-throughput high-dimensional data to enable biological discovery. There are several major challenges in analyzing high-throughput biological data. These include the curse of (high) dimensionality, noise, sparsity, missing values, bias, and collection artifacts. In my work, I try to solve these problems using computational methods that are based on manifold learning. A manifold is a smoothly varying low- dimensional structure embedded within high-dimensional ambient measurement space. In my talk, I will present a number of my recently completed and ongoing projects that utilize the manifold, implemented using graph signal processing and deep learning, to understand large biomedical datasets. These include MAGIC, a data denoising and imputation method designed to ‘fix’ single-cell RNA-sequencing data, PHATE, a dimensionality reduction and visualization method specifically designed to reveal continuous progression structure, and two deep learning methods that use specially designed constraints to allow for deep interpretable representations of heterogeneous systems. I will demonstrate that these methods can give insight into diverse biological systems such as breast cancer epithelial-to-mesenchymal transition, human embryonic stem cell development, the gut microbiome, and tumor infiltrating lymphocytes.
BIO: David van Dijk earned his Ph.D. in computer science from the University of Amsterdam. He carried out his graduate research on predicting gene expression from DNA sequence at the University of Amsterdam and the Weizmann Institute of Science, under the supervision of Jaap Kaandorp and Eran Segal. As a postdoctoral fellow in the Departments of Genetics and Computer Science at Yale University, van Dijk develops machine learning tools, using graph signal processing and deep learning, to uncover complex biological signals from high-throughput, high-dimensional biomedical data. Among the tools he developed or co-developed are: MAGIC, a data-difusion method for denoising and imputing sparse and noisy single-cell data;  PHATE, a dimensionality reduction and visualization method that emphasizes progression structure in single-cell and other high-dimensional data; and SAUCIE, a deep learning method for combined clustering, batch-correction, imputation and embedding of single-cell data."
47,https://datascience.ucsd.edu/events/artificial-intelligence-and-the-brain/,Artificial Intelligence and the Brain,"May 3, 2019",2020-02-07 13:00:00,"Roth Auditorium, Sanford Consortium","Artificial Intelligence and the Brain:
A KIBM Symposium
Friday, May 3, 2019
1:00 – 5:30 pm
Roth Auditorium, Sanford Consortium
Co-Chairs:
Terrence Sejnowski, Salk Institute for Biological Studies
Hava Siegelmann, Defense Advanced Research Projects Agency

Invited speakers include:
Hava Siegelmann, DARPA, Symposium Co-Chair
Terry Sejnowski, Salk Institute, Symposium Co-Chair
Jim DiCarlo, MIT
Matthias Bethge, University of Tübingen
David Sussillo, Google Brain
Kay Tye, Salk Institute/ MIT
Andrea Banino, Google DeepMind
Aaron Seitz, UC Riverside

Registration for the event is required. Limited hosted event parking will be provided at the Sanford Consortium. Please arrive early to ensure a parking spot. If the hosted parking is full, attendees must self-pay for parking."
48,https://datascience.ucsd.edu/events/natesh-pillai-two-vignettes-of-uncertainty-quantification-due-to-measurement-error-in-climate-science/,Natesh Pillai | Two Vignettes of Uncertainty Quantification Due to Measurement Error in Climate Science,"May 2, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: In this talk, we will discuss uncertainty quantification on two different problems in climate science, connected by the common theme of measurement error. In the first half of the talk, we will revisit constructing sea surface temperatures in early 20th century using the data obtained from ship tracks. Careful examination of the data reveals new challenges that were not noticed before. Next, we will describe the problem of quantifying uncertainties for present day temperature from weather stations. Both problems serve as templates for the utility for data science methods in this field.
BIO: Pillai is a professor in the Department of Statistics at Harvard University, having joined the university in 2010. .He was born and raised in Kerala, India, and earned his bachelor’s degree from the Indian Institute of Technology (IIT) Madras, Chennai. He did graduate studies at Duke University in Durham, North Carolina, and was awarded his Ph.D. in statistics in 2008. After Duke, I was a postdoctoral research fellow at the Center for Research in Statistical Methodology (CRiSM), University of Warwick, UK, during 2008-10."
49,https://datascience.ucsd.edu/events/don-data-science-analytics-recruitment/,DoN Data Science & Analytics Recruitment,"May 1, 2019",2020-02-07 17:00:00,"The Auditorium, SDSC",
50,https://datascience.ucsd.edu/events/four-decades-of-hpc-architectures-programming-environments-systems-and-applications/,"Four Decades of HPC: Architectures, Programming Environments, Systems, and Applications","May 1, 2019",2020-02-07 15:00:00,"The Auditorium, SDSC",Event Description
51,https://datascience.ucsd.edu/events/meet-the-boss-data-science/,Meet the Boss: Data Science,"April 29, 2019",2020-02-07 18:00:00,"The Loft, UCSD","Calling all future data scientists! Join the Student Alumni Associates (SAA) for Meet the Boss: Data Science, an evening of FREE food and networking! This quarter, we’re exploring the field of data science and how it has found its way into the careers of UC San Diego alumni. Our alumni panelists will represent a variety of industries and are excited to share how they found their paths within the field!
This event will feature a moderated Q&A, and after, we will break out into a night of networking. Free food and refreshments will be served.
Facebook event page: https://www.facebook.com/events/652097685248663/
GRAB A TICKET/RSVP HERE: bit.ly/ucsdmtb
*** Feel free to bring your resume – three additional data scientists from Booz Allen Hamilton will be joining us for the networking session ***
Panelists:
Orysya Stus ’18: Orysya is currently a data scientist at Seismic Software. She obtained both a Bachelor’s in Bioengineering and a Master’s in Data Science and Engineering at UC San Diego!
Talina Konotchick, PhD: Talina is a data analyst at Illumina with a background in Bioinformatics and Oceanography!
Albert Nguyen: Albert is a senior lead data scientist at Booz Allen Hamilton and obtained master’s in international economics at UC San Diego!"
52,https://datascience.ucsd.edu/events/denis-stukal-analyzing-twitter-bots-how-russia-manipulates-information-online/,Denis Stukal | Analyzing Twitter Bots: How Russia Manipulates Information Online,"April 29, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: Abundant anecdotal evidence suggests that authoritarian regimes have recently become increasingly active in their use of social media for disinformation and propaganda via bots and trolls. In this talk, we will present two scalable, reproducible, and retrospective tools for identifying Russian Twitter bots and measuring their political leanings with an application to the Russian political Twitter in 2015-2017. We find that the Russian political twittersphere was swamped with bots during that time, but – contrary to the dominant mass media narrative – pro-regime bots were not the only group of bots. We further analyze the political logic behind the use of pro-regime bots in Russian domestic politics and show how pro-government bots have been employed to suppress mass protests.
BIO: Stukal is a Postdoctoral Fellow at the Social Media and Political Participation (SMaPP) Laboratory at New York University. He holds a Ph.D. in politics from NYU (2018). His research focuses on analyzing large corpora of texts and collections of other social media data to study misinformation and computational propaganda with special attention to Russia. His research has been published in journals such as Big Data, the Journal of Politics, and Comparative Politics."
53,https://datascience.ucsd.edu/events/distinguished-lecturer-series-steve-kang/,Distinguished Lecturer Series: Steve Kang,"April 29, 2019",2020-02-07 11:00:00,"CSE, Room 1242","Title: Memristive Nanoelectronics and Neuromorphic Computing
Abstract:
The recent advancement in artificial intelligence (AI) based on machine learning (ML) has found unprecedented applications in many fields such as autonomous vehicle, precision medicine, financial market, and smart manufacturing. And deep machine learning hardware such as CNN can benefit from neuromorphic systems that are energy-efficient and biologically-inspired. In this talk we will highlight hardware-software synergy, nanoscale CMOS VLSI systems, and their applications for emulation of neuronal behaviors, synaptic interconnects, and neuromorphic computing. Historical perspective on Moore’s law, More than Moore’s, use of nonvolatile state variable, as in memristors both physical/ideal and extended, memristive nanoelectronics, their featured applications to both analog and digital VLSI systems such as processing-in-memory (PIM), low-power superdrivers will be also discussed.
Biography:
Sung-Mo “Steve” Kang is a Distinguished Chair Professor of the Jack Baskin School of Engineering, UC Santa Cruz, and Chancellor Emeritus of UC Merced and President Emeritus of KAIST. He received his B.S. degree from Fairleigh Dickinson University, Teaneck, NJ, later an honorary B.S degree from Yonsei University of Korea, M.S. degree from the State University of New York at Buffalo, and Ph.D. degree from the University of California at Berkeley, all in electrical engineering. He holds 16 patents, published over 500 papers, and co-authored ten books. Prior to returning to academia, he led the development of world’s premier CMOS 32-bit VLSI microprocessor Bellmac-32 chipsets for telecommunication and computing applications as a technical supervisor of AT&T Bell laboratories, Murray Hill, NJ. For his research and education contributions, he has received honors, including the Silicon Valley Engineering Hall of Fame induction, Alexander von Humboldt Senior US Scientists Award, IEEE Millennium Medal, IEEE Mac Van Valkenburg CAS Society Award, IEEE CAS Technical Excellence Award, the US Semiconductor Research Corporation (SRC) Technical Excellence Award, IEEE Graduate Teaching Technical Field Award, IEEE CAS John Choma Education Award, Chang-Lin Tien Education Leadership Award, and distinguished alumnus awards from UC Berkeley, the University at Buffalo, Fairleigh Dickinson University, and Yonsei University. Dr. Kang is a Fellow of the IEEE, the Association for Computing Machinery (ACM), and the American Association for the Advancement of Science (AAAS). He is a member of Korean Academy of Science and Technology and a foreign member of National Academy of Engineering, Korea. His research interest includes modeling and simulation of semiconductor devices, memristive systems, low-power VLSI circuits, and neuromorphic computing."
54,https://datascience.ucsd.edu/events/hau-tieng-wu-new-mathematical-methods-for-analyzing-complex-physiological-time-series/,Hau-Tieng Wu: New Mathematical Methods for Analyzing Complex Physiological Time Series,"April 25, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: High-frequency physiological waveform signals, such as ECG, PPG, EEG, etc., provide rich real-time information about the well-being of the patient. However, the analysis of these physiological signals remains a challenge, particularly when the signal is long and nonstationary. In this talk, I will propose a novel approach for the analysis of complex physiological time series. I will demonstrate the approach by providing a solution to the single-channel blind source separation challenge, which is commonly encountered in different clinical setups, like the home-care monitoring system. In addition to introducing the algorithm, the theoretical foundation of the solution based on nonlinear-type time-frequency analysis and differential geometry will be provided, particularly when the signal has complicated statistical features, like time varying amplitude, frequency and non- sinusoidal pattern, and non-stationary noise. Its clinical application to extracting fetal ECG morphology from the single channel maternal trans-
abdominal ECG signal for the long-term monitoring purpose and stimulation artifact removal for the EEG signal will be discussed.
BIO: Wu earned his Ph.D. in mathematics from Princeton University in 2011 under the supervision of Professor Ingrid Daubechies. While at Princeton he also worked with Professor Amit Singer. He performed postdoctoral research at Princeton’s Program in Applied and Computational Mathematics in 2011, and in statistics at UC Berkeley in 2012 and in mathematics from Stanford University in 2013. He started his tenure-track position in mathematics at University of Toronto in 2014. He moved to mathematics and statistical science at Duke University in 2017. Before moving to mathematics, he obtained his medical degree from National Yang-Ming University in Taiwan in 2003, and practiced in Veteran General Hospital, Taipei, Taiwan for 1+ years. He is passionate about data science with solid theoretical foundation for medical data analysis. He is not only engaged in analyzing multimodal physiological waveform signal (high dimensional time series) by developing suitable signal processing algorithms, but also in establishing their mathematical and statistical foundation. He cares about not only providing interpretable physiological information for clinical decision making, but also about understanding the dynamical system guiding human physiology and pathophysiology. In addition to collaborating closely with physicians, he also collaborates with hardware engineers to implement the established algorithms toward clinical usage."
55,https://datascience.ucsd.edu/events/machine-learning-and-causality/,Machine Learning and Causality,"April 24, 2019",2020-02-07 14:00:00,Leichtag 107,"On behalf of Dr. Tarik Benmarhnia, Assistant Professor, Division of Epidemiology you are invited to the Society for Epidemiology Research (SER) Talk on Wednesday, April 24 from 2-4:00PM in Leichtag 107.
Dr. Ashley Naimi is Assistant Professor of Epidemiology at the University of Pittsburgh. His research interests include causal inference, social epidemiology and human reproduction. Dr. Naimi develops and applies analytic methods to non-experimental data to assess the effectiveness of potential policy interventions to reduce the overall burden of and social disparities in adverse pregnancy and childhood outcomes.
A major focus of his work is the development, use and interpretation of statistical methods for causal mediation analysis in social epidemiology. He is adapting a variety of modeling techniques to estimate more realistic intervention effects (stochastic mediation contrasts). His approach relies heavily on the principles and concepts of causal inference, comparative effectiveness research and implementation science. The goal of this research is to develop targeted actionable strategies to reduce racial disparities in preterm birth.
If you would like to attend please register on the SER link https://epiresearch.org/serlibrary/sertalks/sertalks-sandiego/ so we can keep track of the number of participants."
56,https://datascience.ucsd.edu/events/minsuk-kahng-human-centered-ai-through-scalable-visual-data-analytics/,Minsuk Kahng: Human-Centered AI through Scalable Visual Data Analytics,"April 24, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1242","ABSTRACT: While artificial intelligence (AI) has led to major breakthroughs in many domains, understanding machine learning models remains a fundamental challenge. They are often used as “black boxes,” which could be detrimental. How can we help people understand complex machine learning models, so that they can learn them more easily and use them more effectively? In this talk, I present my research that makes AI more accessible and interpretable, through a novel human-centered approach, by creating novel data visualization tools that are scalable, interactive, and easy to learn and to use. I present my work in two interrelated topics. (1) Visualization for Industry-scale Models: I present how to scale up interactive visualization tools for industry-scale deep learning models that use large datasets. I describe how the ActiVis system helps Facebook data scientists interpret deep neural network models by visually exploring activation flows. ActiVis is patent-pending, and has been deployed on Facebook’s ML platform. (2) Interactive Understanding of Complex Models: I show how visualization helps novices interactively learn complex concepts of deep learning models. I describe how I developed GAN Lab, a visual education system for Generative Adversarial Networks (GANs), one of the most popular, but hard-to-understand models. GAN Lab has been open-sourced in collaboration with Google Brain and used by over 30,000 people from 140 countries. I conclude with my vision to make AI more human-centered, to promote actionability for AI, stimulate a stronger ethical AI workforce, and foster healthy impacts of AI on broader society.
BIO: Kahng is a Ph.D. candidate in computer science at Georgia Tech. His research focuses on building visual analytics tools for exploring, interpreting, and interacting with complex machine learning systems and large datasets. He publishes at premier venues spanning data visualization, data mining, databases, machine learning, and human- computer interaction. His research led to deployed and patent-pending technologies by Facebook (ActiVis, MLCube), and an open-sourced education tool for deep learning with Google Brain (GAN Lab). He received his master’s and bachelor’s degrees from Seoul National University in South Korea. He was named Graduate Teaching Assistant of the Year in computer science at Georgia Tech. He has been supported by a Google Ph.D. fellowship and an National Science Foundation Graduate Research Fellowship."
57,https://datascience.ucsd.edu/events/srijan-kumar-data-science-for-healthy-online-interactions/,Srijan Kumar: Data Science for Healthy Online Interactions,"April 23, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202",Event Description
58,https://datascience.ucsd.edu/events/gerard-assayag-symbolic-interaction-with-creative-agents/,Gerard Assayag: Symbolic Interaction with Creative Agents,"April 22, 2019",2020-02-07 19:00:00,"The Loft, UC San Diego","Gerard Assayag
IRCAM, Paris
Improvisation can be seen as a major driving force in human interactions, strategic in every aspect of communication and action. In its highest form, improvisation is a mixture of structured, planned, directed action, and of hardly predictable local decisions and deviations optimizing adaption to the context, expressing in a unique way the creative self, and stimulating the coordination and cooperation between agents. An invaluable observation deck for understanding, modeling and promoting co-creativity in a context of distributed intelligence, Improvisation is an indispensable ability that any cyber-human system should indeed cope with in an expert way. Improvisation is instantiated in its most refined form in music, where the strongest constraints govern the elaboration of highly complex multi-dimensional, multi-scale, multi-agent actions in a cooperative and timely fashion so as to achieve creative social and cultural cooperation.
Setting up powerful and realistic human-machine environments for improvisation necessitates to go beyond the mere software engineering of creative agents with audio-signal listening and generating capabilities, such as what has been mostly done until now. Gerard Assayag has coined the term symbolic interaction in order to account for a richer and more versatile musical dialog between machines and humans, spanning over several levels of information from acoustic signals to the higher symbolic integration scales that are familiar to trained musicians. In order to foster realistic and artistically interesting behaviours in creative software agents, and to communicate with these in a productive way, we bring into synergy a combination of technical means: machine listening — extracting high level features from the musician signals and turning them into significant symbolic units ; machine cognition — discovering and assimilating on the fly structural schemes and learning powerful representations ; style modelling— elaborating consistent model of style an activating generative processes ; symbolic music representation — linking to formalized representations underpinning organized musical thinking s;a. analysis and composition. All these means cooperate — or compete — in order to elaborate multi-dimensional and multi-scale memory models, underlying processes of discovery, understanding, adaptation, reactivity, decision, planning, generation and contributing to the emergence of creative musical agents acting individually or in social interaction with other agents.
Improvised creative interactions between humans and machines can thus be studied from different perspectives (social sciences, AI, signal processing, control theory, robotics) and modalities in order to highlight the conditions under which these interactions can emerge, their temporal adaptation dynamics, their logical strategies, and to exploit their creative potential. We have proposed the expression co-creativity between human and artificial agents in order to emphasize the fact that creativity in this case is an emerging phenomenon resulting from complex interactions and complex crossed feed-backs between actors, and cannot be reduced to one or the other agent’s production in isolation, whether the latter be human or artificial.
This neutralizes the endless philosophical question of whether artificial entities can be qualified as “creative” or not, and shifts the research interest to the exploration of how to build the best possible technical tools in order to allow co-creative interaction to occur.
Symbolic Interaction with Creative Agents
Concert Monday, April 22nd at 7 p.m.
Gerard Assayag with Guest Musicians
The Loft
Free

Talk, Tuesday, April 23rd at 8 p.m.
Guest Speaker Gerard Assayag
Conrad Prebys Music Center Recital Hall
Free"
59,https://datascience.ucsd.edu/events/arya-mazumdar-data-summarization-and-statistical-reconstruction-what-roles-can-codes-play/,Arya Mazumdar: Data Summarization and Statistical Reconstruction: What Roles Can Codes Play?,"April 22, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202",Event Description
60,https://datascience.ucsd.edu/events/earlence-fernandes-computer-security-for-emerging-technologies/,Earlence Fernandes: Computer Security for Emerging Technologies,"April 18, 2019",2020-02-07 14:00:00,,"ABSTRACT: As our world becomes more computerized, security and privacy takes on a prominent role in allowing us to enjoy the benefits of new technologies without the risks. Addressing the new challenges that come with this role requires a change in how we approach and solve problems in computer security. My vision is that we must view computer security as a whole-system property ranging from the physical-layer right up to applications and end-users. In line with this vision, my approach to computer security involves formulating the right security problem to work on, addressing design-level issues by constructing strong defenses at the appropriate layer of abstraction, and challenging common assumptions to understand realistic threats.
In this talk, I will give several examples of my approach and vision, focusing on emerging technologies that span the digital-to-physical interface. I will cover technical results at various level of abstraction, including analysis techniques that found exploitable design-level vulnerabilities in closed-source smart home platforms, a new design for trigger-action platforms that provides strong integrity guarantees, and an analysis of how realistic attacks on machine learning can occur in the physical world. Finally, I will share my vision of the future of security and privacy research in an increasingly connected world.
BIO: Fernandes is a research associate at the University of Washington. He formulates and solves emerging problems in computer security using a combination of techniques ranging from threat modeling, measurements, experimental attack analyses, and system design. His current work focuses on the security and privacy issues of emerging technologies, including consumer-facing cyber-physical systems and deep learning systems. Earlence’s work has been recognized with two best paper awards (at IEEE Security and Privacy, and IEEE SecDev), has been featured in numerous popular press publications (including Wired, Ars Technica, The Verge, and Science Magazine), and will be on display as an exhibit at the Science Museum in London. Earlence earned his Ph.D. in Computer Science and Engineering at the University of Michigan in 2017."
61,https://datascience.ucsd.edu/events/distinguished-lecturer-series-peter-skomoroch/,Distinguished Lecturer Series: Managing Machine Learning Projects,"April 18, 2019",2020-02-07 11:00:00,"The Auditorium, SDSC",Event Description
62,https://datascience.ucsd.edu/events/rajalaskshmi-nandakumar-computational-wireless-sensing-at-scale/,Rajalaskshmi Nandakumar: Computational Wireless Sensing at Scale,"April 16, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","ABSTRACT: Computational wireless sensing is an exciting field of research where we use wireless signals from everyday computing devices to enable sensing. The key challenge is to enable new sensing capabilities that can be deployed at scale and have an impact in the real world. In this talk, I will show how to enable computational wireless sensing at scale by leveraging ubiquitous hardware such as smartphones. Specifically, I will present core technology that can wirelessly sense motion and physiological signals such as breathing using just a
smartphone, in a contactless manner. To achieve this, we transform smartphones into active sonar systems. I will show how we can use this technology to detect potentially life-threatening conditions such as opioid overdoses as well as sleep apnea. Finally, I will briefly talk about my work that leverages new hardware trends in micro-controllers to enable wireless sensing applications ranging from object tracking to sensing using live insects such as bees.
BIO: Nandakumar is a Ph.D. candidate at the Paul G. Allen School of Computer Science and Engineering at University of Washington. Her research focuses on developing wireless sensing technologies that enable novel applications in various domains including mobile health, user interfaces and IoT networks. She developed the first contactless smartphone-based sleep apnea diagnosis system that was licensed by ResMed Inc. and is now used by millions for sleep staging. She was recognized with the UW Medicine Judy Su Clinical Research award, Paul Baran Young Scholar award by the Marconi Society and also named as the rising star in EECS by MIT. She has first author papers in top medical journals including Science
translational medicine as well as computing venues (CHI, SIGCOMM, SenSys, MobiCom, MobiSys). Her research was awarded multiple accolades and nominations including MobiSys 2015 best paper nominee, CHI 2016 Honorable Mention award and SenSys 2018 Best Paper award."
63,https://datascience.ucsd.edu/events/controlling-the-black-box-learning-manipulable-and-fair-representations/,Richard Zemel: Controlling the Black Box – Learning Manipulable and Fair Representations,"April 15, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","Time:  2:00-3:30 PM, Monday, April 15th
Place: CSE 1202
Title: Controlling the Black Box: Learning Manipulable and Fair Representations
Abstract: Machine learning models, and more specifically deep neural networks, are achieving state-of-the-art performance on difficult pattern-recognition tasks such as object recognition, speech recognition, drug discovery, and more. However, deep networks are notoriously difficult to understand, both in how they arrive at and how to affect their responses. As these systems become more prevalent in real-world applications it is essential to allow users to exert more control over the learning system. In particular a wide range of applications can be facilitated by exerting some structure over the learned representations, to enable users to manipulate, interpret, and in some cases obfuscate the representations. In this talk I will discuss recent work that makes some steps towards these goals, allowing users to interact with and control representations.
Bio: Richard Zemel is a Professor of Computer Science and Industrial Research Chair in Machine Learning at the University of Toronto, and the co-founder and the Research Director at the Vector Institute for Artificial Intelligence.  Prior to that he was on the faculty at the University of Arizona, and a Postdoctoral Fellow at the Salk Institute and at CMU. He received the B.Sc. in History & Science from Harvard, and a Ph.D. in Computer Science from the University of Toronto. He is also the co-founder of SmartFinance, a financial technology startup specializing in data enrichment and natural language processing. His awards and honors include a Young Investigator Award from the ONR and a US Presidential Scholar award. He is a Senior Fellow of the Canadian Institute for Advanced Research, an NVIDIA Pioneer of AI, and a member of the NeurIPS Advisory Board.  His research is supported by grants from NSERC, CIFAR, Google, Samsung, Amazon, Microsoft, DARPA and iARPA."
64,https://datascience.ucsd.edu/events/a-survey-of-recent-progress-in-lower-bounds-via-lifting/,Toniann Pitassi: A Survey of Recent Progress in Lower Bounds,"April 15, 2019",2020-02-07 11:00:00,"Halkin Room, Applied Physics & Mathematics (A","Abstract: Ever since Yao introduced the communication model in 1979, it has played a pivotal role in our understanding of lower bounds for a wide variety of problems in Computer Science. In this talk, I will present the lifting method, whereby communication lower bounds are obtained by “lifting” much simpler lower bounds. I will present several lifting theorems that we have obtained and explain what makes the exciting/useful but also difficult to prove. Finally I will highlight how they have been used to solve several open problems in circuit complexity, proof complexity, optimization, cryptography, game theory and privacy.
Short Bio: Toniann Pitassi is a professor and Bell Canada Chair in Information Systems at the University of Toronto. She also holds a five-year visiting professorship at the Institute for Advanced Study. She earned her bachelor’s and master’s degrees from Penn State and her PhD from the University of Toronto. She has held previous positions at UC San Diego, University of Pittsburgh, and University of Arizona. Pitassi was an invited speaker at the International Congress of Mathematicians and was recently elected as an ACM fellow. Her primary research is in computational complexity, proof complexity, privacy and fairness."
65,https://datascience.ucsd.edu/events/ignite-scale-san-diego-smart-cities-hackathon/,"3-Day IGNITE, SCALE, SD Smart Cities Hackathon","April 12, 2019",All Day,550 W B St. Floor 4,IGNITE | SCALE | SAN DIEGO Smart Cities Hackathon and Innovation Program
66,https://datascience.ucsd.edu/events/mikail-belkin-fit-without-fear-from-classical-statistics-to-modern-machine-learning/,Mikail Belkin: Fit Without Fear – From Classical Statistics to Modern Machine Learning,"April 11, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1202","Abstract: A model with zero training error is overfit to the training data and will typically generalize poorly goes statistical textbook wisdom. Yet, in modern practice, over-parameterized deep networks with near perfect fit on training data still show excellent test performance. As I will discuss in my talk, this apparent contradiction is key to understanding modern machine learning. While classical methods rely on the bias-variance trade-off where the complexity of a predictor is balanced with the training error, “modern” models are best described by interpolation, where a predictor is chosen among functions that fit the training data exactly, according to a certain inductive bias.
Furthermore, classical and modern models can be unified within a single “double descent” risk curve, which extends the usual U-shaped bias-variance trade-off curve beyond the point of interpolation. This new understanding of model performance delineates the limits of classical analyses and opens new lines of enquiry into computational, statistical, and mathematical properties of models. A number of implications for model selection with respect to generalization and optimization will be discussed.
Bio: Belkin is a professor in the Department of Computer Science and Engineering and the Department of Statistics at Ohio State University. He received his Ph.D. in mathematics from University of Chicago in 2003. His research focuses on understanding the fundamental structure in data, the principles of recovering these structures and their computational, mathematical and statistical properties. This understanding, in turn, leads to algorithms for dealing with real-world data. His work includes algorithms such as Laplacian Eigenmaps and Manifold Regularization which use ideas of classical differential geometry for analyzing non-linear high-dimensional data and have been widely used in applications. Prof. Belkin is a recipient of an NSF Career Award and a number of awards that include for best paper. He has served on the editorial boards of the Journal of Machine Learning Research and IEEE PAMI."
67,https://datascience.ucsd.edu/events/joshua-kroll-trust-and-accountability-in-computer-systems/,Trust and Accountability in Computer Systems,"April 10, 2019",2020-02-07 14:00:00,"Computer Science & Engineering, Room 1242","Joshua Kroll: Trust and Accountability in Computer Systems
When: Weds, April 10 | 2:00 pm – 3:30 pm
Where: Computer Science and Engineering Building, Room, 1242
Abstract: The increase in both ubiquity and importance of software systems in modern society causes a commensurate increase in demands that such systems uphold normative requirements, such as privacy, fairness, or accountability. However, while human decision-makers and bureaucracies are subject to time tested record-keeping, oversight, and control mechanisms, a governance gap often emerges when critical functions are replaced or augmented with software. This talk explores the nature of this gap through the twin lenses of trust and accountability, as conceptualized in computer security and in legal and political philosophy, respectively. This gap can be narrowed through careful system design. As an example, the talk presents a concrete system for building cryptographically auditable logs for automated decision-making systems that support robust analysis of procedural regularity, a foundational requirement of due process. Finally, the talk lays out a research agenda in the governance of software systems, framing research challenges and open questions around relating complex social, political, or legal norms to implementable engineering requirements.
Short bio: Kroll is a computer scientist studying the relationship between governance, public policy, and computer systems. As a Postdoctoral Research Scholar at the School of Information at UC Berkeley, Joshua examines how technology, especially data science and machine learning, fits within a human-driven normative context. His paper, “Accountable Algorithms,” in the University of Pennsylvania Law Review received the Future of Privacy Forum’s Privacy Papers for Policymakers Award in 2017. Joshua’s previous work spans accountable algorithms, cryptography, software security, formal methods, Bitcoin, and the technical aspects of cybersecurity policy. Joshua holds an master’s degree and a Ph.D. in Computer Science from Princeton University, where he received the National Science Foundation Graduate Research Fellowship in 2011."
